id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9556918,Romantic attic room with free WiFi,36025288,Olga,,Noord-Oost,52.403939859923284,4.929715128959312,Private room,50,3,24,2016-05-22,3.87,1,19
8081294,Room in our new build farm/villa,42686271,Paul,,Noord-Oost,52.4088998377426,4.966513715793625,Private room,95,2,4,2015-10-20,0.45,1,0
9752272,Kas and Hannah's cosy home,50301103,Kas,,Noord-Oost,52.395551404520425,4.957826463263912,Entire home/apt,80,1,1,2016-01-03,0.20,1,117
8162480,Spacious Apartment Uptown Amsterdam,2225212,Maxime,,Noord-Oost,52.400287653726664,4.93131141245925,Entire home/apt,169,2,7,2016-05-17,0.91,2,90
12460529,Appartment in quiet neighbourhood,1501578,Rosalie,,Noord-Oost,52.39324864551153,4.945428246311504,Entire home/apt,120,1,2,2016-05-17,2,1,316
10538029,Cottage in country side Amsterdam,16575399,Harry And Chantel,,Noord-Oost,52.410792647116786,4.961213564267616,Entire home/apt,80,3,11,2016-05-31,4.46,2,288
2864823,Room own entrance with sunny garden,14642357,Carolina,,Noord-Oost,52.3960862800791,4.950179985088723,Private room,55,2,59,2016-05-29,2.30,1,41
3327727,Modern Family Home - Eternal Youth!,5800745,Vincent,,Noord-Oost,52.40708816719704,4.9332236523879995,Entire home/apt,125,5,2,2015-07-22,0.09,1,27
12666580,Amazing family house + free parking,68817389,Anita,,Noord-Oost,52.38388865227363,4.966102571534406,Entire home/apt,130,2,0,,,1,16
13026508,Cozy apartment with nice view!,71954436,Joyce,,Noord-Oost,52.396249376365645,4.946205718833967,Entire home/apt,73,4,0,,,1,63
7160841,Your  waggon at the cows paradise,3040748,Henk,,Noord-Oost,52.40653759287596,4.995237782004904,Entire home/apt,74,2,14,2016-05-16,1.39,10,198
12207691,Spacey room for 2,64739102,Aurelia,,Noord-Oost,52.396805503621934,4.954288933892336,Private room,63,2,4,2016-05-22,2.35,1,358
9192196,Blauwepolder Zunderdorp 2,47687781,Greet,,Noord-Oost,52.40939259639596,4.961788397510197,Entire home/apt,65,7,3,2016-04-23,0.60,2,319
10502510,Small room near to the center,12328045,Eugene,,Noord-Oost,52.39699872045677,4.942198938998199,Private room,37,2,9,2016-05-14,1.96,3,127
3753071,Best of 2 worlds in Amsterdam ! ,14591961,Kris,,Noord-Oost,52.39933085311902,4.932646903429829,Entire home/apt,75,3,8,2016-05-08,0.44,1,118
3785760,Spacious Room,19429461,Catalina & Matei,,Noord-Oost,52.39342253803045,4.956141658580853,Private room,70,2,4,2016-05-02,1.82,1,334
9879725,"Spacious apartment, amazing view",6205606,Rianne,,Noord-Oost,52.393130278058095,4.95764110869786,Entire home/apt,65,3,4,2016-05-08,0.78,1,0
13090950,Modern house with garden,72668087,Ellen,,Noord-Oost,52.400540632108175,4.9465223063857495,Entire home/apt,100,2,0,,,1,0
12829311,90M2 appartment in Amsterdam,67844968,Tim,,Noord-Oost,52.397180943524425,4.93174029057654,Entire home/apt,140,2,0,,,3,357
11976753,Spacious family house with garden,50435972,Jocelyn,,Noord-Oost,52.385572947728996,4.957303395472305,Entire home/apt,180,3,0,,,1,47
12761226,Nice Room in a spacious appartment,67844968,Tim,,Noord-Oost,52.39615039855739,4.932147102638534,Private room,65,1,3,2016-05-29,3,3,362
11647054,Te huur 1 kamer studio,61769776,Ruud,,Noord-Oost,52.40319980976761,4.944405472038638,Entire home/apt,90,1,20,2016-05-29,8.00,2,249
3259374,De Zwaluwen (Ransdorp),13695627,Leontien En Michael,,Noord-Oost,52.396352199519626,4.996203556087988,Entire home/apt,130,4,16,2016-05-11,0.70,1,235
10172405,Charming wooden house with lakeview,27094477,Patty,,Noord-Oost,52.3783051318318,4.9921174782451345,Entire home/apt,150,5,1,2016-05-25,1,1,0
12335572,Your own waggon at the cow paradise,3040748,Henk,,Noord-Oost,52.40809582710665,4.995068872861598,Entire home/apt,70,2,1,2016-05-14,1,10,341
1358042,"Woonboot in Amsterdam, Free parking",7371529,Siem,,Noord-Oost,52.38281122301121,4.966894741231812,Entire home/apt,60,2,163,2016-05-17,4.81,1,228
854060,Romantic Garden House & free bikes ,4459890,Anrik,,Noord-Oost,52.38418717538116,4.962456476608059,Entire home/apt,70,2,19,2016-04-25,0.48,1,273
6303583,Family house in child-friendly area,32508365,Myrna & Raymond,,Noord-Oost,52.40700507925355,4.933508070228482,Entire home/apt,160,2,8,2016-05-23,0.76,1,115
4697911,family home with garden,16626677,Kees,,Noord-Oost,52.3991272984682,4.953999697510392,Entire home/apt,130,5,7,2015-12-30,0.40,1,13
2667413,Family house on shores Amsterdam IJ,3042726,Julius,,Noord-Oost,52.38466298631033,4.957892804594077,Entire home/apt,189,5,2,2016-01-02,0.12,1,232
2921346,Family house in Amsterdam,14917483,Talitha,,Noord-Oost,52.391175189619325,4.99126532247176,Entire home/apt,150,2,5,2015-09-27,0.29,1,308
